E L0 L1 L2 L3 L4 L5 L6 L7 L8 L9 L10 L11 L12 L13 L14 L15 L16
16.488839841728424 0.1201 0.1012 0.0881 0.0294 0.0485 0.1389 0.2207 0.0807 0.0780 0.0330 0.0260 0.0119 0.0112 0.0046 0.0054 0.0015 0.0008
16.78863692975985 0.1185 0.1017 0.0882 0.0303 0.0479 0.1370 0.2188 0.0814 0.0787 0.0342 0.0265 0.0123 0.0115 0.0048 0.0057 0.0016 0.0009
17.3882311058227 0.1154 0.1025 0.0884 0.0320 0.0465 0.1328 0.2147 0.0828 0.0802 0.0367 0.0278 0.0130 0.0123 0.0053 0.0065 0.0019 0.0012
17.987825281885556 0.1125 0.1034 0.0890 0.0338 0.0451 0.1283 0.2103 0.0840 0.0816 0.0390 0.0292 0.0138 0.0131 0.0059 0.0072 0.0023 0.0015
18.587419457948407 0.1098 0.1042 0.0896 0.0354 0.0437 0.1240 0.2059 0.0854 0.0831 0.0412 0.0304 0.0147 0.0139 0.0064 0.0079 0.0026 0.0018
18.923192196543603 0.1083 0.1046 0.0900 0.0362 0.0430 0.1217 0.2033 0.0862 0.0839 0.0424 0.0310 0.0152 0.0143 0.0068 0.0082 0.0029 0.0020
19.187013634011258 0.1071 0.1049 0.0903 0.0368 0.0425 0.1200 0.2012 0.0868 0.0845 0.0434 0.0315 0.0156 0.0147 0.0071 0.0084 0.0031 0.0021
19.486810722042684 0.1058 0.1052 0.0906 0.0375 0.0420 0.1181 0.1988 0.0874 0.0852 0.0445 .03205 0.0160 0.0152 0.0074 0.0087 0.0033 .00225
19.78660781007411 0.1045 0.1054 0.0910 0.0383 0.0415 0.1162 0.1962 0.0880 0.0859 0.0457 0.0326 0.0164 0.0157 0.0077 0.0090 0.0035 0.0024
20.086404898105535 .10315 0.1056 0.0913 .03905 0.0410 .11435 0.1936 0.0884 0.0866 0.0470 .03315 0.0168 0.0164 0.0081 0.0093 0.0037 0.0025
20.38620198613696 0.1018 0.1058 0.0915 0.0398 0.0405 0.1125 0.1909 0.0888 0.0873 0.0483 0.0337 0.0172 0.0172 0.0085 .00965 0.0039 .00265
20.685999074168386 0.1005 0.1060 0.0917 0.0406 0.0400 0.1106 0.1882 0.0891 0.0880 0.0496 0.0342 0.0176 0.0181 0.0089 0.0100 0.0041 0.0028
20.985796162199815 0.0991 0.1062 0.0918 0.0414 0.0395 0.1087 .18555 0.0894 0.0888 0.0509 0.0348 0.0179 0.0190 0.0093 0.0104 0.0043 .00295
21.585390338262666 0.0963 0.1065 0.0918 0.0431 0.0384 0.1049 0.1806 .09005 0.0902 0.0535 0.0360 .01855 0.0208 0.0101 0.0113 0.0047 0.0032
22.184984514325517 0.0935 0.1067 0.0917 0.0448 0.0373 0.1011 0.1760 0.0907 0.0915 0.0560 0.0372 0.0192 0.0226 0.0109 0.0123 0.0051 0.0034
22.78457869038837 0.0908 0.1067 0.0915 0.0465 0.0361 0.0973 .17195 .09135 0.0928 0.0583 0.0384 0.0198 0.0244 .01165 0.0134 .00545 0.0036
23.38417286645122 .08825 .10675 .09125 0.0483 0.0348 0.0936 0.1679 0.0920 0.09405 0.0605 0.0395 0.0204 0.0262 0.0124 0.0145 0.0058 0.0038
23.983767042514074 0.0857 0.1068 0.0910 0.0501 .03345 0.0899 0.1640 .09275 0.09525 0.0627 0.0406 0.0209 0.0280 .01315 0.0156 0.0061 0.0040
